project,datapoint,n_commits,n_files,n_files_updated_i,shared_files
commons-lang,e945ec8ac7ebd5d450acfa70dc391e32b47e0a1b_f8f09e8a6a949d4df00c9111cd1490a7eb7e5887,3,7,4,0
commons-lang,2f435baa687274dac335ed00aa943f2d35bbf9a2_9c8c5d3bf87ff7c3422298681eac516c3b377fc5,2,4,3,2
commons-lang,2f435baa687274dac335ed00aa943f2d35bbf9a2_270ac30a04d99adb2b6d03a36265cfd71d4aa666,3,9,5,2
commons-lang,2f435baa687274dac335ed00aa943f2d35bbf9a2_960e99954f62e8ccbae08d89f06a7257f6c2c45a,4,10,2,3
commons-lang,270ac30a04d99adb2b6d03a36265cfd71d4aa666_960e99954f62e8ccbae08d89f06a7257f6c2c45a,2,3,2,0
commons-lang,270ac30a04d99adb2b6d03a36265cfd71d4aa666_2afbfc65273076617483302168bfe1da450bf488,3,5,2,0
commons-lang,1cb234de425088a5bad9e73be2ba51dfca0acf58_e84e44d50e3c5842ae7bc67ac33bbed971fde176,2,8,8,1
commons-lang,1cb234de425088a5bad9e73be2ba51dfca0acf58_4889f2a6085e6c717f5dab7b1353e3ac03e41d78,3,13,5,1
commons-lang,1cb234de425088a5bad9e73be2ba51dfca0acf58_d93ae0842cb23456d592081937322f24573077b8,4,18,5,1
commons-lang,4889f2a6085e6c717f5dab7b1353e3ac03e41d78_d93ae0842cb23456d592081937322f24573077b8,2,9,5,0
commons-lang,4889f2a6085e6c717f5dab7b1353e3ac03e41d78_7c0ffd13d42c62d5e1c63c7dbe2fe519aa6fad11,3,9,0,0
commons-lang,4889f2a6085e6c717f5dab7b1353e3ac03e41d78_13678dc676c26fdbf641d16ebe8a39b9a2eeacbf,4,37,33,5
commons-lang,7c0ffd13d42c62d5e1c63c7dbe2fe519aa6fad11_13678dc676c26fdbf641d16ebe8a39b9a2eeacbf,2,33,33,0
commons-lang,13678dc676c26fdbf641d16ebe8a39b9a2eeacbf_fc048cb660bb3a5bd84c5e18da21100af29735d2,2,32,31,0
commons-lang,13678dc676c26fdbf641d16ebe8a39b9a2eeacbf_8a55bb183bd95b2eda6f31d467783e037d6113f5,3,35,7,4
commons-lang,b2ecd0deb3f979af99e46c77faec9d03580214c6_f349629500ff5a85683dff0a807ff8e9b5b88809,2,35,35,1
commons-lang,f349629500ff5a85683dff0a807ff8e9b5b88809_0bedaaebf88001d27d49ffa19ea3b234f496d88f,2,72,71,28
commons-lang,e7640031c6f8c5463f101495e45c5bd08ab03595_d9abe634754a668d9fefb9c1ba9e2dff0235c910,2,8,1,0
commons-lang,e7640031c6f8c5463f101495e45c5bd08ab03595_0779a7e678045d5acf760956a891b5e27f6da616,3,10,2,0
commons-lang,c44f4008f8a1f25c1ab358efe729fa5ce51ba3b4_07c3c4edc039a316821eba8d515436d8773a2d62,2,2,1,0
commons-lang,0732b31b4a99b49528486cdce68c19b1eddf2700_969225d802b9f890160e02d14f95b38f0b4420c7,2,0,0,0
commons-lang,0732b31b4a99b49528486cdce68c19b1eddf2700_29c4587f6b77f6c11b9974ed28001592c07458cb,3,4,4,0
commons-lang,d163c2f340268a919b17ff916ce220d9a9117e6a_a28051cb13f4bbe63938940880cfebeb58981336,2,3,3,1
commons-lang,9e6f7da30b5ac6f2b9880bc889fe8cd9f95e8e2a_03e0815659eab169c4cbbf33a67d2a09aadb8dc1,2,36,35,3
commons-lang,9e6f7da30b5ac6f2b9880bc889fe8cd9f95e8e2a_851520be027fccaa621812459dbde6803dd06c1c,3,36,17,19
commons-lang,524db83575d968d7b85b61967b3ea84065ecdd0f_6448fb3f0d8f207b4b43bd1d348eb672439b0591,2,12,10,0
commons-lang,524db83575d968d7b85b61967b3ea84065ecdd0f_cb72a0209ba4499263e3cbcac10213ca88dfad63,3,12,4,3
commons-lang,06f474f107d278010dd3c54fae35a1f18ca3afb7_96507962170a3ca71eaf15a83a9982fb12df414d,2,8,8,2
commons-lang,06f474f107d278010dd3c54fae35a1f18ca3afb7_fac0ba3458afa3ecbb95a555d06bb8c4d24c9318,3,11,3,2
commons-lang,06f474f107d278010dd3c54fae35a1f18ca3afb7_dc4908281b51509dc8b657906c72fb7426890185,4,13,3,2
commons-lang,fac0ba3458afa3ecbb95a555d06bb8c4d24c9318_dc4908281b51509dc8b657906c72fb7426890185,2,5,3,0
commons-lang,fac0ba3458afa3ecbb95a555d06bb8c4d24c9318_7df371827dbb1a13765b5c585b47853afe3353b6,3,5,1,1
commons-lang,fac0ba3458afa3ecbb95a555d06bb8c4d24c9318_3c7aaba11d6e00cbd2aa902982567ac4dbb332d2,4,6,2,1
commons-lang,7df371827dbb1a13765b5c585b47853afe3353b6_3c7aaba11d6e00cbd2aa902982567ac4dbb332d2,2,2,2,1
commons-lang,7df371827dbb1a13765b5c585b47853afe3353b6_1a2542555efb35cc6e599e382b1bebbdc37c772c,3,2,1,1
commons-lang,7df371827dbb1a13765b5c585b47853afe3353b6_567f118dd06b39ee65685d8f0342cee94e80ddc9,4,2,1,2
commons-lang,1a2542555efb35cc6e599e382b1bebbdc37c772c_567f118dd06b39ee65685d8f0342cee94e80ddc9,2,1,1,0
commons-lang,1a2542555efb35cc6e599e382b1bebbdc37c772c_eaadf9dcebcd9034f5a196bd3599becb429f55e9,3,2,2,1
commons-lang,1a2542555efb35cc6e599e382b1bebbdc37c772c_bc336125a997500837644314c66a5b7e16107aa1,4,4,2,1
commons-lang,eaadf9dcebcd9034f5a196bd3599becb429f55e9_bc336125a997500837644314c66a5b7e16107aa1,2,3,2,0
commons-lang,2cb730623ea6ea805d023cab47b7fbc9e32f58cc_906d8af525d83996f7bf1c4a9e558e0b01b70f85,2,8,7,0
commons-lang,2cb730623ea6ea805d023cab47b7fbc9e32f58cc_5fcb22eb76525e4ea5020b50f57c9b7ac64ad4eb,3,11,3,0
commons-lang,2cb730623ea6ea805d023cab47b7fbc9e32f58cc_3946443cc787e3a41c3bddbe51337ae9947ce7f8,4,11,1,1
commons-lang,5fcb22eb76525e4ea5020b50f57c9b7ac64ad4eb_3946443cc787e3a41c3bddbe51337ae9947ce7f8,2,1,1,1
commons-lang,5fcb22eb76525e4ea5020b50f57c9b7ac64ad4eb_fb43c79171a3df4efef946777b13f7545998ee29,3,2,2,1
commons-lang,5fcb22eb76525e4ea5020b50f57c9b7ac64ad4eb_f10d5bde7a8d71154e47e1d626fd6d8819bd3172,4,2,2,2
commons-lang,fb43c79171a3df4efef946777b13f7545998ee29_f10d5bde7a8d71154e47e1d626fd6d8819bd3172,2,2,2,2
commons-lang,fb43c79171a3df4efef946777b13f7545998ee29_dc03d7c8f81fa7933a095e65860078c1e0c595b8,3,2,2,2
commons-lang,fb43c79171a3df4efef946777b13f7545998ee29_d624f175e139df8fbd85603efb6b73dc9b77a714,4,6,6,2
commons-lang,dc03d7c8f81fa7933a095e65860078c1e0c595b8_d624f175e139df8fbd85603efb6b73dc9b77a714,2,6,6,2
commons-lang,dc03d7c8f81fa7933a095e65860078c1e0c595b8_53dd9fe9e4c3d013ccf0108566d6da8011ea0423,3,7,1,2
commons-lang,dc03d7c8f81fa7933a095e65860078c1e0c595b8_fd431510f9ad5eac6695f7ce1a1498f2038f77fa,4,8,2,3
commons-lang,53dd9fe9e4c3d013ccf0108566d6da8011ea0423_fd431510f9ad5eac6695f7ce1a1498f2038f77fa,2,2,2,1
commons-lang,53dd9fe9e4c3d013ccf0108566d6da8011ea0423_731c7889621e0addb7f51de2d82893436db43d24,3,6,5,2
commons-lang,53dd9fe9e4c3d013ccf0108566d6da8011ea0423_3d870cb0c15526fdedc513abc60608fe3538498c,4,8,2,2
commons-lang,731c7889621e0addb7f51de2d82893436db43d24_3d870cb0c15526fdedc513abc60608fe3538498c,2,3,2,0
commons-lang,731c7889621e0addb7f51de2d82893436db43d24_bf5790b1ca10f80bab46c4863967ad400fcca3c7,3,6,3,0
commons-lang,a309599477feafe5a8eef63f6b9197bebc4a6a42_5267507c0f0fe8fd9859fd14a7444b58a139fba7,2,2,2,1
commons-lang,a309599477feafe5a8eef63f6b9197bebc4a6a42_a2a93b789109c8ce8198f2450b295006783c50ea,3,18,16,1
commons-lang,a309599477feafe5a8eef63f6b9197bebc4a6a42_6ecd991c94d21120dabf6c9c1709c078d69949cc,4,33,18,3
commons-lang,a2a93b789109c8ce8198f2450b295006783c50ea_6ecd991c94d21120dabf6c9c1709c078d69949cc,2,19,18,0
commons-lang,df2cc9434b4c81174493c9f7c3adec6751ef4072_5eb9d16d15146edb6698bfb28c5d8f60ae401924,2,3,2,0
commons-lang,df2cc9434b4c81174493c9f7c3adec6751ef4072_d7158c74a7d538e1bcd31ab906cf0ea9d0add161,3,4,1,0
commons-lang,df2cc9434b4c81174493c9f7c3adec6751ef4072_f714d9dbfdf02c65898b9900d6dd81e90c0b2b5b,4,6,3,1
commons-lang,d7158c74a7d538e1bcd31ab906cf0ea9d0add161_f714d9dbfdf02c65898b9900d6dd81e90c0b2b5b,2,4,3,0
commons-lang,3030be852448cfdd5021e54a071427b2cf53577d_cf07dfe8109eb8d81fc4ad5e3b7dc008546fbcc0,2,4,1,0
commons-lang,aeb704e50b7479f5eafd277022a96ec58950f9d3_3c244b0e30cb645270be3332c0999e323d39e12a,2,2,2,2
commons-lang,d3f274d23b3fdab5cfb5af16579392f200eebfb6_de74397f53432a524f3aaaf65d743b45f940e74c,2,3,2,0
commons-lang,c3f75a94a6ad1e56fe87e9ae2c485cde1139a0f5_8512b60653c005d5cd5342f153ee22d075402d97,2,37,37,8
commons-lang,c3f75a94a6ad1e56fe87e9ae2c485cde1139a0f5_3baa467839f29060adcf24de540ee371b1cf4617,3,45,10,10
commons-lang,c3f75a94a6ad1e56fe87e9ae2c485cde1139a0f5_18663ae642cd680cae91b0b79a020c9362f75ffd,4,45,1,11
commons-lang,3baa467839f29060adcf24de540ee371b1cf4617_18663ae642cd680cae91b0b79a020c9362f75ffd,2,2,1,0
commons-lang,3baa467839f29060adcf24de540ee371b1cf4617_0cdbc5762b2ba27de1ca7c11d1e1c89f5c511fe2,3,4,2,0
commons-lang,3baa467839f29060adcf24de540ee371b1cf4617_82589fe6a84628f1d85b4d89921cddcf48e76221,4,6,2,0
commons-lang,0cdbc5762b2ba27de1ca7c11d1e1c89f5c511fe2_82589fe6a84628f1d85b4d89921cddcf48e76221,2,3,2,0
commons-lang,0cdbc5762b2ba27de1ca7c11d1e1c89f5c511fe2_eec14b61b2fef633a2617f345518e43633be0fae,3,4,2,1
commons-lang,0cdbc5762b2ba27de1ca7c11d1e1c89f5c511fe2_4c0466fc7641d374fb61ae43969329eb055e53aa,4,9,5,1
commons-lang,eec14b61b2fef633a2617f345518e43633be0fae_4c0466fc7641d374fb61ae43969329eb055e53aa,2,6,5,0
commons-lang,4c0466fc7641d374fb61ae43969329eb055e53aa_d5777ab8765ed9047224f23b33853101df8fd94e,2,166,166,1
commons-lang,4c0466fc7641d374fb61ae43969329eb055e53aa_20272dda3f5c7c3c41d2e57e300344bc6aab43e5,3,221,221,166
commons-lang,cea79f54a0c8873e7b964fcf37a73f93226fb1e3_3c9d09017f1e23dc3b407fc9001fcb0f6b96495c,2,7,7,1
commons-lang,604e46796dfc6a4286258da420c4bfe7fd1ae93c_d723b49c81abc57d732474aa0f15bb518adabe7b,2,2,1,0
commons-lang,604e46796dfc6a4286258da420c4bfe7fd1ae93c_2e7752df492ee344f14ed9351ff4f6a0d02f8c04,3,4,2,0
commons-lang,604e46796dfc6a4286258da420c4bfe7fd1ae93c_9dccbe87a88d9221afaa646698aa4e469d602302,4,6,2,0
commons-lang,2e7752df492ee344f14ed9351ff4f6a0d02f8c04_9dccbe87a88d9221afaa646698aa4e469d602302,2,3,2,0
commons-lang,b4cc5d2c53f37e2354bac4866fb0a28058969295_15619466a244f15272a6755990912c111193f5a1,2,3,2,1
commons-lang,b4cc5d2c53f37e2354bac4866fb0a28058969295_e9c32e20b69bb6f14d3189c87928731cb319f123,3,5,2,1
commons-lang,b4cc5d2c53f37e2354bac4866fb0a28058969295_7cc2f26289bdbfa26f94a0e24854466791cebac5,4,7,2,1
commons-lang,e9c32e20b69bb6f14d3189c87928731cb319f123_7cc2f26289bdbfa26f94a0e24854466791cebac5,2,3,2,0
commons-lang,e9c32e20b69bb6f14d3189c87928731cb319f123_17db4fc927fc89f7db66db845744ef6dea5279f1,3,5,2,0
commons-lang,e9c32e20b69bb6f14d3189c87928731cb319f123_d92bc2fc36e328bf7f9df9d8f8c9fd66f41c26e9,4,7,2,0
commons-lang,17db4fc927fc89f7db66db845744ef6dea5279f1_d92bc2fc36e328bf7f9df9d8f8c9fd66f41c26e9,2,3,2,0
commons-lang,17db4fc927fc89f7db66db845744ef6dea5279f1_f83612506f3879bda8d47d9701a9897367c4a463,3,17,14,0
commons-lang,c47ca89ed44ca907f2dd2b758c3abb102dfe657b_07d096dc9b1b84ee12936932aa91234c10275742,2,15,9,0
commons-lang,dd5996b3714524b7430ae9123c7c1be04733612f_670fa671ab14d68cefecd0b7d28c5474a652a71e,2,4,4,0
commons-lang,56d9bb88e5dc419921fe2ae84e11288f05d1e26a_2a088e07629f1d3f3cf3205ef04754067a2aad21,2,5,4,1
commons-lang,f8e7607e1b0e7ce9802e9c7402892b8480f69240_916639bda234a8e5a030361c4068667764b34cb7,2,3,3,0
commons-lang,41b01dbc10292f33d08bbd803473e46c9bc567bf_43885858071f12924607fb91ea595424e5880c3d,2,2,2,1
commons-lang,41b01dbc10292f33d08bbd803473e46c9bc567bf_177b08705b5a4609d42bbd11a208b10c5c6d3901,3,5,5,2
commons-lang,41b01dbc10292f33d08bbd803473e46c9bc567bf_38bf7048571f3bc8dd34d14691906426444e4381,4,6,2,2
commons-lang,177b08705b5a4609d42bbd11a208b10c5c6d3901_38bf7048571f3bc8dd34d14691906426444e4381,2,2,2,1
commons-lang,177b08705b5a4609d42bbd11a208b10c5c6d3901_b4f1de2d46a280a113a7bbcc18f4a605b21e06b3,3,4,3,1
commons-lang,177b08705b5a4609d42bbd11a208b10c5c6d3901_a49eb9c5fac520ce7ef2772ce8bcb967399b3a09,4,4,2,2
commons-lang,b4f1de2d46a280a113a7bbcc18f4a605b21e06b3_a49eb9c5fac520ce7ef2772ce8bcb967399b3a09,2,2,2,1
commons-lang,b4f1de2d46a280a113a7bbcc18f4a605b21e06b3_ed6faacee295312cb5b47d8e5cafceab8e3ff413,3,9,9,2
commons-lang,b4f1de2d46a280a113a7bbcc18f4a605b21e06b3_b3927234b51e5f14f71bb5107f35a0a04f42ea0e,4,10,2,2
commons-lang,ed6faacee295312cb5b47d8e5cafceab8e3ff413_b3927234b51e5f14f71bb5107f35a0a04f42ea0e,2,2,2,1
commons-lang,ef9524aed96ca4d195fc390ece625a902fb37f4b_982e295053663787bb0396b81a8956c3c87dc25b,2,2,2,2
commons-lang,e428feb0d9ee497bab405e139dfeb832db9b6f90_756e0eadf03d012a553ff622acae45de5a5a35b5,2,4,3,0
commons-lang,e428feb0d9ee497bab405e139dfeb832db9b6f90_4b49510112767d6fa1ac3bf6e48c954d4800de10,3,10,9,3
commons-lang,e428feb0d9ee497bab405e139dfeb832db9b6f90_9eada0aee7e4323d1611c6d62e524aa07e42a974,4,13,8,7
commons-lang,4b49510112767d6fa1ac3bf6e48c954d4800de10_9eada0aee7e4323d1611c6d62e524aa07e42a974,2,8,8,1
commons-lang,4b49510112767d6fa1ac3bf6e48c954d4800de10_b4b6cc5ff5aa930c483cce8827545e4e8de55032,3,21,20,7
commons-lang,4b49510112767d6fa1ac3bf6e48c954d4800de10_36684f15b113b418b73d12d9cd7149a6e78762a2,4,24,5,7
commons-lang,b4b6cc5ff5aa930c483cce8827545e4e8de55032_36684f15b113b418b73d12d9cd7149a6e78762a2,2,7,5,0
commons-lang,35dedafa35ddc45de42e4891b42520f69beed99d_b6ccbb1be42f14e5c80e8e131d71894697e34b2b,2,10,9,1
commons-lang,35dedafa35ddc45de42e4891b42520f69beed99d_ae4961dda78a9cf245ff04bf192b238a66fc0dc1,3,13,3,1
commons-lang,e561851533378fdc1f205954f861997aed313f32_f38beee87efd321c811324fa09e4c4fb75629191,2,11,10,0
commons-lang,82d1df1111cd6cafc5a3b0941126115cef31fbdd_c6244e4b579b4900bc6f891d4f544ffd1c331419,2,0,0,0
commons-lang,82d1df1111cd6cafc5a3b0941126115cef31fbdd_6138195456fd5678fb7af491e804116f8f7f10ab,3,9,9,0
commons-lang,82d1df1111cd6cafc5a3b0941126115cef31fbdd_4d42377b1d22b42715c5772dd32a92ff00fe6b70,4,11,2,0
commons-lang,6138195456fd5678fb7af491e804116f8f7f10ab_4d42377b1d22b42715c5772dd32a92ff00fe6b70,2,3,2,0
commons-lang,6138195456fd5678fb7af491e804116f8f7f10ab_1fcd2e63ab0be4540a12f9a73c6cd5022d276420,3,5,2,0
commons-lang,6138195456fd5678fb7af491e804116f8f7f10ab_7fc7401a3b6fe51d8bdf85975a0af896fb170b4c,4,5,1,1
commons-lang,1fcd2e63ab0be4540a12f9a73c6cd5022d276420_7fc7401a3b6fe51d8bdf85975a0af896fb170b4c,2,1,1,1
commons-lang,1fcd2e63ab0be4540a12f9a73c6cd5022d276420_db18b7fd137479cb107089c83caab16d6c4cbb2c,3,16,15,1
commons-lang,1fcd2e63ab0be4540a12f9a73c6cd5022d276420_0e76f5b6e4ac55f8df8dcd93039d33e4da26add5,4,17,2,2
commons-lang,db18b7fd137479cb107089c83caab16d6c4cbb2c_0e76f5b6e4ac55f8df8dcd93039d33e4da26add5,2,3,2,0
commons-lang,db18b7fd137479cb107089c83caab16d6c4cbb2c_4c5231383bec6b0f8728ed96102ee4bbd4d55124,3,4,3,2
commons-lang,db18b7fd137479cb107089c83caab16d6c4cbb2c_63f1a356f8b9c23ae3798c126174fe9dfdf9614a,4,28,26,2
commons-lang,4c5231383bec6b0f8728ed96102ee4bbd4d55124_63f1a356f8b9c23ae3798c126174fe9dfdf9614a,2,27,26,2
commons-lang,4c5231383bec6b0f8728ed96102ee4bbd4d55124_86a8c9b314e24caf88a100cda4e69f01ab610057,3,30,3,2
commons-lang,4c5231383bec6b0f8728ed96102ee4bbd4d55124_7496b25e4c496bdd3b3abe488e1d4bc0ce9d5f3b,4,31,2,3
commons-lang,86a8c9b314e24caf88a100cda4e69f01ab610057_7496b25e4c496bdd3b3abe488e1d4bc0ce9d5f3b,2,2,2,1
commons-lang,86a8c9b314e24caf88a100cda4e69f01ab610057_ea79f235d216a3de7b214f580d7aea81a33ae20d,3,9,7,1
commons-lang,86a8c9b314e24caf88a100cda4e69f01ab610057_faee3244a211bb30d43c11ece06c2e6832eda034,4,9,1,2
commons-lang,ea79f235d216a3de7b214f580d7aea81a33ae20d_faee3244a211bb30d43c11ece06c2e6832eda034,2,1,1,1
commons-lang,ea79f235d216a3de7b214f580d7aea81a33ae20d_bbf23be56fa3bacf722425e21bc1932dff36246e,3,20,20,1
commons-lang,cb0b8263688d8eb1e704c1f7e55d072e2866b7bc_244f8ba111fdfc2f9fa3c34fa8e166f36872340e,2,20,20,1
commons-lang,244f8ba111fdfc2f9fa3c34fa8e166f36872340e_eeb23ef9a2dcdbf50e91e7f546aefd432e6368e2,2,8,7,0
commons-lang,244f8ba111fdfc2f9fa3c34fa8e166f36872340e_84a814fb7c99a5cb3bad6c80932181883f92cacd,3,13,6,1
commons-lang,21078f5d784188267ad228acef34c18b11831502_5ea8d7135bf4fee91c68fb245ba9e50eb84ff3f4,2,13,12,0
commons-lang,21078f5d784188267ad228acef34c18b11831502_5c1a57a6f8144aee9736f01f3b27d45ad95c3371,3,46,38,5
commons-lang,21078f5d784188267ad228acef34c18b11831502_39f39ef12a0e152f1cb247a42192f4bbcf8e298f,4,50,7,7
commons-lang,5c1a57a6f8144aee9736f01f3b27d45ad95c3371_39f39ef12a0e152f1cb247a42192f4bbcf8e298f,2,42,7,3
commons-lang,5c1a57a6f8144aee9736f01f3b27d45ad95c3371_578c05e54d8169ecc49b26c2a3d2f247ad82df0a,3,47,13,8
commons-lang,5c1a57a6f8144aee9736f01f3b27d45ad95c3371_f73368fcf99efdbd4c1df9b6132e260ad11c6e01,4,64,19,9
commons-lang,578c05e54d8169ecc49b26c2a3d2f247ad82df0a_f73368fcf99efdbd4c1df9b6132e260ad11c6e01,2,19,19,0
commons-lang,578c05e54d8169ecc49b26c2a3d2f247ad82df0a_aca89dfc1cd25ec3658726b57f5d29d5ae73dfb6,3,21,2,0
commons-lang,9b5a18dc7b1da7926140625649aa0e06b2605df0_e68bfa989dafaeaa0280c1a321dc704804c5c12e,2,0,0,0
commons-lang,9b5a18dc7b1da7926140625649aa0e06b2605df0_bf621f6f8a65caa04c8684167bd99409a5f6a8e7,3,0,0,0
commons-lang,9b5a18dc7b1da7926140625649aa0e06b2605df0_8ed2ae8268a5fed92a3d4ca2010545291829ead0,4,0,0,0
commons-lang,bf621f6f8a65caa04c8684167bd99409a5f6a8e7_8ed2ae8268a5fed92a3d4ca2010545291829ead0,2,0,0,0
commons-lang,bf621f6f8a65caa04c8684167bd99409a5f6a8e7_4f68d4637a8ad6d36e8c8a5f7756a30f7041c100,3,0,0,0
commons-lang,bf621f6f8a65caa04c8684167bd99409a5f6a8e7_9277ed4edc95c5cf10407647aed2fa96e5e1b1f2,4,2,2,0
commons-lang,4f68d4637a8ad6d36e8c8a5f7756a30f7041c100_9277ed4edc95c5cf10407647aed2fa96e5e1b1f2,2,2,2,0
commons-lang,4f68d4637a8ad6d36e8c8a5f7756a30f7041c100_8f19463c351d2f3a5c05f72960632c90ec4a09e2,3,3,2,1
commons-lang,4f68d4637a8ad6d36e8c8a5f7756a30f7041c100_61af140a12acdd023b8623c146d622065ed7c672,4,3,3,2
commons-lang,8f19463c351d2f3a5c05f72960632c90ec4a09e2_61af140a12acdd023b8623c146d622065ed7c672,2,2,3,2
commons-lang,8f19463c351d2f3a5c05f72960632c90ec4a09e2_a69a39ac743d3fe0392e5f6ce3983824cb445ad4,3,12,10,2
commons-lang,a69a39ac743d3fe0392e5f6ce3983824cb445ad4_0949b22066f2ebfcefe507d4a60bb564885562bf,2,1,0,0
commons-lang,0949b22066f2ebfcefe507d4a60bb564885562bf_ab759cc11c3abc71f5164c58a610a06c44f3e021,2,3,3,0
commons-lang,ab759cc11c3abc71f5164c58a610a06c44f3e021_6b337b757983fd481c7404ce1ee69927e4615366,2,2,2,0
commons-lang,6b337b757983fd481c7404ce1ee69927e4615366_f97f800104addef001e0f9f5adc4927f639a959f,2,2,1,0
commons-lang,6b337b757983fd481c7404ce1ee69927e4615366_df65feea8eac0826e38239e95c3569c3e3d6fddc,3,3,2,1
commons-lang,6b337b757983fd481c7404ce1ee69927e4615366_f5a0a81833834ead35179886df4e9cb896e3ccaa,4,5,3,1
commons-lang,df65feea8eac0826e38239e95c3569c3e3d6fddc_f5a0a81833834ead35179886df4e9cb896e3ccaa,2,4,3,0
commons-lang,df65feea8eac0826e38239e95c3569c3e3d6fddc_375001714543ca02c411014eeb0121c3f600bb49,3,6,2,0
commons-lang,df65feea8eac0826e38239e95c3569c3e3d6fddc_c7f5578901c8a5b8dd4fe9cbf408fcce5195f5e9,4,8,2,0
commons-lang,375001714543ca02c411014eeb0121c3f600bb49_c7f5578901c8a5b8dd4fe9cbf408fcce5195f5e9,2,3,2,0
commons-lang,375001714543ca02c411014eeb0121c3f600bb49_edf487b4cad14518a144729c3e57e817a85cf0eb,3,5,2,0
commons-lang,375001714543ca02c411014eeb0121c3f600bb49_90677fed14f5185bc14350e6bdce103b2f367fa3,4,7,2,0
commons-lang,edf487b4cad14518a144729c3e57e817a85cf0eb_90677fed14f5185bc14350e6bdce103b2f367fa3,2,3,2,0
commons-lang,edf487b4cad14518a144729c3e57e817a85cf0eb_3d5b719ce4b97f2b9bb9c4526abab3fc76045ff5,3,5,2,0
commons-lang,e4a6d827a652a50233d01c7dc419acb9b0271856_bbf4b7204c23b503bf71900859bba5be9dd6662b,2,3,2,0
commons-lang,fe95f271bfd348cf4c9d556799d5718e77ca4dcb_e1903122be324b7da346e7266a00c02d28855063,2,2,2,1
commons-lang,fe95f271bfd348cf4c9d556799d5718e77ca4dcb_c6398457bca1cabf15d1ee449e71b135a55e26c8,3,3,2,2
commons-lang,fe95f271bfd348cf4c9d556799d5718e77ca4dcb_7e3353f5f2e01a685774d427e35f68311076c03a,4,3,1,3
commons-lang,c6398457bca1cabf15d1ee449e71b135a55e26c8_7e3353f5f2e01a685774d427e35f68311076c03a,2,1,1,1
commons-lang,c6398457bca1cabf15d1ee449e71b135a55e26c8_3a2b3c42f280f0366f753747415078765b5e4f22,3,7,7,1
commons-lang,c6398457bca1cabf15d1ee449e71b135a55e26c8_29468bd78b6c58c84c85fd32506be37184a961ee,4,37,31,2
commons-lang,3a2b3c42f280f0366f753747415078765b5e4f22_29468bd78b6c58c84c85fd32506be37184a961ee,2,32,31,0
commons-lang,3a2b3c42f280f0366f753747415078765b5e4f22_50c16fae578a9d5a70def7d8b6cc046685228f5d,3,35,3,0
commons-lang,3a2b3c42f280f0366f753747415078765b5e4f22_5c754b82bbf6b267bac8a3c99fc490998683c086,4,39,5,1
commons-lang,50c16fae578a9d5a70def7d8b6cc046685228f5d_5c754b82bbf6b267bac8a3c99fc490998683c086,2,6,5,0
commons-lang,67a303d3d15e4c69ccf4b26bdb99b027512486ee_fb17b942af97183dc39888b9de04eb619e28ac8a,2,0,0,0
commons-lang,67a303d3d15e4c69ccf4b26bdb99b027512486ee_d0cf0fdd4ff2329f9584c4f663f1af177c1994f6,3,2,2,0
commons-lang,67a303d3d15e4c69ccf4b26bdb99b027512486ee_213b1d5ecd6a812faff3574e2536a33af01f9505,4,5,3,0
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6_213b1d5ecd6a812faff3574e2536a33af01f9505,2,4,3,0
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6_45f2c8b6bfe1079795f5850ce488b9f08778c86d,3,4,1,1
commons-lang,d0cf0fdd4ff2329f9584c4f663f1af177c1994f6_20e20c7b27eb73966b01a9bccf9e0c87280e91fb,4,17,14,1
commons-lang,45f2c8b6bfe1079795f5850ce488b9f08778c86d_20e20c7b27eb73966b01a9bccf9e0c87280e91fb,2,14,14,0
commons-lang,76421c98a68b7252d5fe69708fbeeac4e8f575b8_0648ef35277cef91893703e9cb4d36ce1795138f,2,7,2,0
commons-lang,76421c98a68b7252d5fe69708fbeeac4e8f575b8_beab55ac6f74326d6c6d4602286f88f47125dd53,3,62,57,2
commons-lang,76421c98a68b7252d5fe69708fbeeac4e8f575b8_8ae98d8f444ca4d9e5b8417406d6049bb7aa46e3,4,63,1,2
commons-lang,beab55ac6f74326d6c6d4602286f88f47125dd53_8ae98d8f444ca4d9e5b8417406d6049bb7aa46e3,2,54,1,0
commons-lang,beab55ac6f74326d6c6d4602286f88f47125dd53_d6756778276bde9bd761ea4f03a956e3941eb106,3,56,3,1
commons-lang,beab55ac6f74326d6c6d4602286f88f47125dd53_d43c4daad659745a090a86fb524536a33b51158d,4,57,1,1
commons-lang,d6756778276bde9bd761ea4f03a956e3941eb106_d43c4daad659745a090a86fb524536a33b51158d,2,2,1,0
commons-lang,c439424e2f155d4c08cd0aec0e6e7b3466c34462_e61b459bd576231cb13027215aeec5a1b2f19bf5,2,1,1,1
commons-lang,c439424e2f155d4c08cd0aec0e6e7b3466c34462_315557fe7e0fd8bd1588d4a88cdf38a5c41ae8d4,3,2,1,1
commons-lang,cef61c6c72d20bb55ceab1986c16a72761fd885b_a0f49f603283988c99da2173f48193c7c4790a4f,2,1,1,0
commons-lang,d6eefecdec741e4843be1d96b806778245f30fa3_dc28ca2d90677930c0c4229c23739f38921b8893,2,9,2,0
