b2f1757bf9ec1632a940b9a2e65a1a022ba54af8_b2bba86c2330c518f4214f23afec1db5c83837ad,2,0.4868379321281319,0.4635123835885015,11992.026108182967
7f89bd4850b7a5b0dd2a10d2f2daa62805de5bca_7e51285c6364585624c45b92bd5a58c744047be5,1,1.0,nan,0.023416489362716675
7f89bd4850b7a5b0dd2a10d2f2daa62805de5bca_e4b58afe49b8232e0c7a1e051a6cb8580b14d6b6,2,0.4002079002079002,0.3602217602217602,1121.9991103336215
7f89bd4850b7a5b0dd2a10d2f2daa62805de5bca_0ac772a4e3b07287c435fdc3c812f67277c85cc8,3,0.46534653465346537,0.4338963308095516,1260.8979748263955
e4b58afe49b8232e0c7a1e051a6cb8580b14d6b6_0ac772a4e3b07287c435fdc3c812f67277c85cc8,2,0.4583333333333333,0.27777777777777773,2.921547293663025
e4b58afe49b8232e0c7a1e051a6cb8580b14d6b6_7ee33f6ef446fcdd4b49af6cab6890afdbbcd5cd,3,0.4423076923076923,0.2564102564102564,3.3834172934293747
e4b58afe49b8232e0c7a1e051a6cb8580b14d6b6_6cf70f3117fbf560c34f516f63d842751aab1e91,4,0.46236559139784944,0.28315412186379924,10.776427954435349
7ee33f6ef446fcdd4b49af6cab6890afdbbcd5cd_6cf70f3117fbf560c34f516f63d842751aab1e91,2,0.5121951219512195,0.024390243902439046,2.122057795524597
7ee33f6ef446fcdd4b49af6cab6890afdbbcd5cd_2a645614db9d035d1fdd75bed1c3a989f44ddf62,3,0.4625,0.328125,8.14349726587534
0268232db1a6663d12f82ae2f5f83e921e53358e_3cea4b2af3f9caf6aa72fa56d647c513d320e073,2,0.32592592592592595,0.21358024691358027,35.09719967097044
f1f885f17f9039702cc258fb7bc7688755fc0229_2087934578e7b37953d63a82315248b0cbe56eb3,1,0.6056971514242878,0.5268365817091454,554.1511610522866
e53a0c9d92b174ba8684867433f015cdbdbdf371_b857309126b0922c1695cb514d07c9e493afcedc,2,0.47619047619047616,0.30158730158730157,6.190209753811359
e53a0c9d92b174ba8684867433f015cdbdbdf371_3f900a7395e31eaa72e0fa2fb43c090e5a8fa4ed,3,0.35905413814561293,0.2949595519601742,3095.4561759009957
